ID,wikipedia,upvotes,title
141,https://en.wikipedia.org/wiki/Chorioactis,3373,"TIL there is a species of fungus that only exists in Texas and rural Japan, and is thought to have been in both places for 19 million years"
142,https://en.wikipedia.org/wiki/Richard_Dean_Anderson,3349,TIL that Richard Dean Anderson was made an honorary Air Force Brigadier General for his role as Jack O'Neil on Stargate SG-1.
143,https://en.wikipedia.org/wiki/Castaway,3336,"TIL in 1812, an American ship rescued a British crew stranded on an island. While the Americans went out to search for food for the extra crew, the British took over the ship and left the Americans stranded on the island."
144,https://en.wikipedia.org/wiki/Haing_S._Ngor,3332,"TIL a doctor named Haing Ngor survived four years of genocide under the Khmer Rouge by pretending to be uneducated. After moving to America, he starred in a movie - as a man faking stupidity to survive the Khmer Rouge. He won an Oscar."
145,https://en.wikipedia.org/wiki/Arnold_Schwarzenegger,3327,TIL Arnold Schwarzenegger was not allowed to dub his own voice for the German version of Terminator because his Austrian accent was not considered tough.
146,https://en.wikipedia.org/wiki/Iran_hostage_crisis,3327,"TIL that during the Iran Hostage Crisis, American embassy staff tried to burn classified documents but the furnace malfunctioned, forcing them to use cheap paper shredders. After the takeover, Iran employed carpet weavers to put the shredded documents together."
147,https://en.wikipedia.org/wiki/Mr._T,3323,TIL When Mr T. was a Military Policeman he was ordered to chop down trees by a Sergeant as a punishment. He chopped down over 70 trees in 3 1/2 hours and only stopped when ordered to by a very shocked Major.
148,https://en.wikipedia.org/wiki/Mr._Smith_Goes_to_Washington,3320,"TIL after Hitler announced the banning of all American films during the occupation of France, a theater owner reportedly screened Mr. Smith Goes to Washington continuously for 30 days."
149,https://en.wikipedia.org/wiki/Poles,3319,"TIL The South Pole experiences a 6-month period of darkness, during which scientists at the Amundsen Scott South Pole Station have a tradition of watching The Thing, a movie about a humanoid alien who attacks an Arctic research outpost."
150,https://en.wikipedia.org/wiki/Tab_Clear,3318,"TIL Coke countered Crystal Pepsi with Tab Clear. The idea was that Tab was perceived as an inferior, boring diet type drink, and equating it as competition with Crystal Pepsi would damage its image. Coke succeeded and both products were dead within five months"
151,https://en.wikipedia.org/wiki/Wind,3312,"TIL Studio Ghibli adopted a strict 'no edits' policy after a disastrous 1985 dub of Nausica of the Valley of the Winds. On hearing Miramax would later try editing Princess Mononoke to make it more marketable, Studio Ghibli sent an authentic katana with a simple message: ""No cuts""."
152,https://en.wikipedia.org/wiki/James_Bond_(ornithologist),3306,"TIL the real James Bond was actually an Ornithologist. When asked by Ian Fleming if it was okay to use his name he replied simply: ""Fine With It."""
153,https://en.wikipedia.org/wiki/Ohio_Art_Company,3304,"TIL that the company that makes the Etch a Sketch was on the verge of bankruptcy when it agreed to let its drawing toy be featured in Toy Story 2. Although the scene featuring an Etch a Sketch was only 12 seconds long, it resulted in a 20 percent sales bump that helped to save the company."
154,https://en.wikipedia.org/wiki/Steve_Irwin,3304,"TIL That Steve Irwin was offered a state funeral following his death, however his dad rejected the government's offer citing that Steve would have wanted to have been remembered as ""an ordinary bloke""."
155,https://en.wikipedia.org/wiki/Gunner_(dog),3302,"TIL that during World War II in Australia, there was a dog whose hearing was so acute that it could warn airforce personnel of incoming Japanese planes 20 minutes before they arrived, and before they showed up on radar. ""Gunner"" could also differentiate the sounds of allied and enemy aircraft."
156,https://en.wikipedia.org/wiki/MPTP,3297,TIL a chemistry grad student accidentally synthesized the chemical MPTP and gave himself Parkinsonian Syndrome while trying to make opioids - accidentally advancing Parkinson's research at his own expense
157,https://en.wikipedia.org/wiki/Mackinac_Island,3286,"TIL Mackinac Island, MI has banned motorized vehicles for over a hundred years. Most travel is done by horse-drawn carriages or bikes."
158,https://en.wikipedia.org/wiki/Newman's_Own,3283,TIL Newman's own foods donates 100% of its post tax profits to charity. As of June 2012 these donations have exceeded 330 million dollars.
159,https://en.wikipedia.org/wiki/The_Frogger,3282,"TIL only 2 people (to date) have beaten George Costanza's fictional Frogger high score of 860,630 points."
160,https://en.wikipedia.org/wiki/Freddie_Mercury,3281,"TIL after the Freddie Mercury Tribute Concert was announced in 1992, all 72,000 tickets sold out in three hours, even though no performers were announced besides the remaining members of Queen."
161,https://en.wikipedia.org/wiki/Saving_Private_Ryan,3278,"TIL Saving Private Ryan depicted combat so realistically that veterans left theaters during the opening scene, stating that it was the the most realistic depiction of combat they had ever seen."
162,https://en.wikipedia.org/wiki/Mother's_Day,3264,"TIL that Anna Jarvis, the woman who founded Mother's Day, tried to get the holiday revoked when companies began to commercialize it for profits."
163,https://en.wikipedia.org/wiki/Singapore,3260,TIL Singapore is the only country in the history of the modern world to gain independence against its own will.
164,https://en.wikipedia.org/wiki/Lyme_disease,3259,TIL that a Lyme vaccine conferring immunity 76% of adults and 100% of children was removed from the market after an outcry by patient advocacy groups; despite no scientific evidence suggesting the vaccine was unsafe.
165,https://en.wikipedia.org/wiki/I_Am_Legend_(novel),3257,"TIL, In the novel I Am Legend, the vampires fear crosses, garlic and mirrors, only because they think they should."
166,https://en.wikipedia.org/wiki/Huracan,3251,"TIL that the Mayan god of wind and storms was called Jun Raqan, pronounced ""Huracan"", hence the word ""Hurricane""."
167,https://en.wikipedia.org/wiki/The_Puppy_Channel,3241,TIL there was a cable network called The Puppy Channel. All it did for three years was broadcast footage of puppies playing.
168,https://en.wikipedia.org/wiki/Committee_for_the_Promotion_of_Virtue_and_the_Prevention_of_Vice_(Saudi_Arabia),3239,"TIL that Saudi Arabia's religious police have an ""Anti-Witchcraft Unit"" who operate a hotline to which citizens can report magic."
169,https://en.wikipedia.org/wiki/Samuel_Adams,3238,"TIL that during the 2008 world hops shortage, the Samuel Adams brewery sold 108 craft breweries their excess hops, at cost, to help prevent them from going under."
170,https://en.wikipedia.org/wiki/Kintsugi,3231,"TIL that the Japanese will repair broken pottery with powder gold lacquer to highlight imperfections, not hide them. The process is called Kintsugi."
171,https://en.wikipedia.org/wiki/Paris_syndrome,3231,"TIL that ""Paris Syndome"" is a psychological disorder whereby Japanese tourists visiting Paris for the first time experience such severe culture shock that they become ill"
172,https://en.wikipedia.org/wiki/Eiffel_Tower,3221,TIL the Eiffel Tower requires 60 to 70 tonnes of paint to cover the entire structure. The tower is also painted a lighter shade at the bottom and a darker shade near the top to counteract the effect of atmospheric perspective.
173,https://en.wikipedia.org/wiki/Kim_Jong-nam,3221,"TIL that Kim Jong-Il's eldest son, Kim Jong-nam, was wideley consider to be the heir apparent to the title of Supreme Leader of North Korea until he attempted to enter Japan with a fake passport so that he could go to Disneyland"
174,https://en.wikipedia.org/wiki/McDonald's,3211,"TIL the word ""McJob"" was added to the Merriam-Webster's Collegiate Dictionary in 2003, defined as ""a low-paying job that requires little skill and provides little opportunity for advancement""."
175,https://en.wikipedia.org/wiki/Norman_Borlaug,3205,"TIL Norman Borlaug, an agricultural scientist, developed new strains of crops which yielded 4x as much food. He is said to have saved the lives of over a billion people, making him one of the most influential men in human history."
176,https://en.wikipedia.org/wiki/Socket_7,3201,"TIL There was a time when AMD and Intel CPUs used the same socket, and could run on the same motherboard."
177,https://en.wikipedia.org/wiki/Pachinko,3198,"TIL In Japan gambling is illegal, the way they get around the law is to give out prizes instead of cash, which the winner can then sell back to the establishment for cash."
178,https://en.wikipedia.org/wiki/Kid_A,3188,"TIL The Kids in the Hall got their name from an old Hollywood practice of blaming the young writers that hung out and wrote jokes on the fly in the hallways of live TV talk/variety shows when a joke bombed. ""I got this from the kids in the hall"""
179,https://en.wikipedia.org/wiki/Lord_Byron,3187,TIL Lord Byron was not allowed to keep his pet dog while he was at Trinity College. He kept a pet bear instead as there were no rules against having one.
180,https://en.wikipedia.org/wiki/Ginkgo_biloba,3179,TIL The Gingko Biloba species of tree is 270 million years old. It rarely suffers disease or insect attack and was one of the only living things to survive the Hiroshima nuclear bombing. The trees healed quickly and are still alive today.
181,https://en.wikipedia.org/wiki/The_Minority_Report,3177,"TIL Steven Spielberg often asks his stars to forego a fee in favour of a percentage of the gross profits. Tom Cruise took 15% of 'Minority Report', amounting to $53.7 million..."
182,https://en.wikipedia.org/wiki/Whitechapel_Bell_Foundry,3177,"TIL that the Liberty bell and Big Ben were cast by the same bell foundry, and that both bells are cracked."
183,https://en.wikipedia.org/wiki/Mizuho_Bank,3176,"TIL In 2005, an inexperienced trader at a Japanese bank tried to sell 1 share of J-Com stock for ¥640,000. He accidentally sold 640,000 shares for ¥1 each; the equivalent of selling $3bil worth of shares for the price of $5,000."
184,https://en.wikipedia.org/wiki/Sean's_Bar,3166,TIL there is a pub in Ireland that opened in 900 ad.
185,https://en.wikipedia.org/wiki/J._K._Rowling,3157,"TIL that in 2004, J.K. Rowling became the first person to become a billionaire by writing books."
186,https://en.wikipedia.org/wiki/David_Phillips_(entrepreneur),3156,"TIL an entrepreneur exploited a loophole of a Healthy Choice pudding promotion. By purchasing 12,150 Healthy Choice puddings totaling $3,140, he was able to earn 1,253,000 frequent flyer miles. He also donated all of the puddings and received an $815 tax deduction."
187,https://en.wikipedia.org/wiki/Dr_Pepper,3151,"TIL Dr Pepper is owned by neither PepsiCo or The Coca-Cola Company, but are instead only distributors. This is why you can find Dr Pepper in both Pepsi and Coke soda fountains And vending machines."
188,https://en.wikipedia.org/wiki/Jules_Verne,3141,"TIL Jules Verne wrote the novel ""Paris in the Twentieth Century"" back in 1863 and described a world of glass skyscrapers, high-speed trains, gas-powered automobiles, calculators, and a worldwide communications network."
189,https://en.wikipedia.org/wiki/Atmosphere_of_Titan,3140,"TIL on Titan the atmosphere is so thick and the gravity so low that humans could fly through it by flapping ""wings"" attached to their arms."
190,https://en.wikipedia.org/wiki/Mummy,3137,"TIL In 1974 Egyptologists observed Ramesses II's mummy's condition was rapidly deteriorating and flew it to Paris for examination. He was issued an Egyptian passport that listed his occupation as ""King (deceased)"". The mummy was received outside Paris, with full military honours befitting a king."
191,https://en.wikipedia.org/wiki/Babylonian_numerals,3133,"TIL ancient Babylonians did math in base 60 and not base 10, giving us 60 seconds in a minute, 360 degrees in a circle, etc."
192,https://en.wikipedia.org/wiki/John_Pemberton,3129,"TIL John Pemberton died a pennyless morphine addict after selling the rights to his alcohol-free morphine alternative, 'Coca-Cola', a formula he said ""some day will be a national drink""."
193,https://en.wikipedia.org/wiki/Brassica_oleracea,3123,"TIL broccoli, cauliflower, cabbage, Brussels sprouts, and kale are all different breeds of the same plant."
194,https://en.wikipedia.org/wiki/Assassination_of_Julius_Caesar,3122,"TIL that Julius Caesar's body was the subject of the earliest known recorded autopsy. Of the 23 stab wounds recorded, only one was potentially fatal on its own; the physician ruled his death due ""mostly to blood loss."""
195,https://en.wikipedia.org/wiki/Metric_system,3122,"TIL that in 1927 several million people in the United States sent over 100,000 petitions urging Congress to adopt the metric system."
196,https://en.wikipedia.org/wiki/James_Chadwick,3118,TIL Chadwick(the discoverer of the neutron) was a student of Rutherford (discoverer of the proton) who was the student of Thomson (the discoverer of the electron)
197,https://en.wikipedia.org/wiki/Browser_game,3111,"TIL that in 2010, when Google replaced their logo with playable Pacman, users spent an extra 36 seconds on the page. Assuming this time was wasted, it resulted in a $120M loss in man hours."
198,https://en.wikipedia.org/wiki/Grow_house,3109,"TIL that a large brawl in the US House of Reps shortly before the Civil War ended only when a stray punch knocked the wig off of Rep. William Barksdale. The embarrassed congressman accidentally replaced it backwards, causing both sides to erupt in spontaneous laughter."
199,https://en.wikipedia.org/wiki/List_of_Presidents_of_the_United_States,3091,"TIL President James Garfield entertained his friends by having them ask him questions, and then writing the answer in Latin with one hand while simultaneously answering in Greek with the other."
200,https://en.wikipedia.org/wiki/Metric_Conversion_Act,3089,"TIL that the United States has been on the metric system since 1975 through the Metric Conversion Act, declaring that the metric system is ""the preferred system of weights and measures for United States trade and commerce"""
201,https://en.wikipedia.org/wiki/Hippopotamus,3085,"TIL after Pablo Escobar's death, the 4 hippos he kept as pets have begun to breed and become an invasive species in Colombia"
202,https://en.wikipedia.org/wiki/Aggression,3084,TIL Moose attack more people annually than bears and wolves combined.
203,https://en.wikipedia.org/wiki/Aphakia,3082,"TIL All humans have the ability to see ultraviolet light, but it is passively filtered out by the eye's lens. People who undergo surgery to remove the lens can detect ultraviolet light."
204,https://en.wikipedia.org/wiki/Daniel_Balsam,3077,"TIL a man was so enraged by spam, that he quit his job to study law and now makes a living filing lawsuits against spammers."
205,https://en.wikipedia.org/wiki/Fibrodysplasia_ossificans_progressiva,3074,TIL that there is a condition nicknamed Stone man syndrome that converts damaged tissue to bone in the body.
206,https://en.wikipedia.org/wiki/Atlanta,3073,"TIL a book entitled Atlanta Nights was written by a group of sci-fi authors to be intentionally bad as a test for the publisher PublishAmerica. It included a chapter containing computer generated random sentences, and chapter 17 and 4 are word for word identical. The publisher accepted it."
207,https://en.wikipedia.org/wiki/Wasabi,3051,"TIL that wasabi has been researched as a fire alarm for the deaf. When tested, the subject woke up within 10 seconds of the vapor being sprayed in his room."
208,https://en.wikipedia.org/wiki/Robert_Louis_Stevenson,3049,"TIL that Robert Louis Stevenson, author of Treasure Island, formally donated his birthday by deed of gift to a friend's daughter who felt cheated that her own birthday was December 25th."
209,https://en.wikipedia.org/wiki/David_Labrava,3048,"TIL that the person who plays Happy on Sons of Anarchy, David LaBrava, was not an actor but a Hells Angels member brought in as a technical advisor. He was eventually cast as Happy and by the end of the show, he had his name in the opening credits."
210,https://en.wikipedia.org/wiki/Salty_and_Roselle,3046,"TIL that a guide dog calmly led 30 people down 1,463 steps out of the World Trade Center on 9/11 despite the confusion, smoke, and noise around them. Once safe, the dog then helped a woman who was blinded by the debris."
211,https://en.wikipedia.org/wiki/Nikolai_Vavilov,3045,"TIL during the Siege of Leningrad in WWII, 9 Soviet scientists died of starvation while protecting the world's largest seed bank, refusing to eat what they saw as their country's future."
212,https://en.wikipedia.org/wiki/Andrew_Jackson,3044,"TIL Andrew Jackson, in a duel, gave his opponent a free shot.  Hit in the chest, he returned fire, killing the man.  Later said ""if he had shot me through the brain, I should still have killed him."" "
213,https://en.wikipedia.org/wiki/Andre_Geim,3030,"TIL that Andre Geim won the satirical Ig Nobel Prize in 2000 for his work on using magnetism to levitate a frog. 10 years later, his experiments regarding graphene won him the 2010 Nobel Prize in Physics. This makes him the only ever recipient of both the Ig Nobel and Nobel Prizes."
214,https://en.wikipedia.org/wiki/Tim_Duncan,3030,"TIL that Tim Duncan of the San Antonio Spurs sacrificed money and stayed in college for four years instead of going directly to the NBA because in her last days, his dying mother made him promise to graduate college with a degree."
215,https://en.wikipedia.org/wiki/Conan_O'Brien,3026,"TIL that Conan O'Brien is credited as the key influence in The Simpsons change from grounded realism towards surreal and zany plots after he wrote the episode, ""Marge vs. the Monorail""."
216,https://en.wikipedia.org/wiki/Gender,3026,"TIL In Old English, 'man' was a gender neutral term. Males were known as 'wermen' and females were known as 'wifmen'."
217,https://en.wikipedia.org/wiki/Pizza_delivery,3022,"TIL at a launch site in South Dakota, the entrance to the underground missile launch control center is sealed by a blast-proof door painted like a Domino's Pizza logo, and hand-lettered text on the door reads ""World-wide delivery in 30 minutes or less, or your next one is free""."
218,https://en.wikipedia.org/wiki/Handcuffs,3018,"TIL depictions of handcuffs in the media are pixelated in Japan, as it implies guilt and prejudices the trial. France has a law which requires the same censorship."
219,https://en.wikipedia.org/wiki/Chess_in_Armenia,3017,"TIL that in Armenia, all children aged 6 and up are taught chess at school, as it is a mandatory part of their curriculum."
220,https://en.wikipedia.org/wiki/Ice_hockey,3017,"TIL the Canadian ice hockey team were so dominant that they did not participate in the knock-out tournament of the 1930 World Championships. They were put straight into the gold medal final game, and the tournament was played to determine an opponent. Canada won 6-1 in the final to claim the gold."
221,https://en.wikipedia.org/wiki/The_Original_Soup_Man,3016,"TIL After the 'Soup Nazi' episode aired, Seinfeld visited the man it was based off, Ali Yeganeh, who got angry. Seinfeld responded with ""the most insincere, sarcastic apology ever given."" Then, Yeganeh bellowed ""No Soup for You!"" and ejected them from his restaurant."
222,https://en.wikipedia.org/wiki/Bill_Gates,3015,TIL Bill Gates has donated over $28 Billion to charity and has stated he wishes to donate a further 95% of his wealth to charity.
223,https://en.wikipedia.org/wiki/U.S._postal_strike_of_1970,3009,"TIL that in 1970 the US Postal Service decided on a strike after a Congressional decision to raise the wages of postal workers by only 4%, at the same time as Congress raised its own pay by 41%"
224,https://en.wikipedia.org/wiki/The_Dark_Side_of_the_Moon,2998,TIL that 1 in every 14 people in the US under the age of 50 are estimated to have owned a copy of 'The Dark Side of The Moon' by Pink Floyd.
225,https://en.wikipedia.org/wiki/Eratosthenes,2994,TIL that humans actually knew the earth was round as early as 2500 years ago. Eratosthenes calculated the circumference of the planet to an astounding accuracy of around 99%.
226,https://en.wikipedia.org/wiki/Daniel_Steibelt,2993,"TIL Beethoven won a sight reading piano competition by turning his sheet music upside down, playing it, then improvising on one of its themes for thirty minutes. His opponent, Daniel Steibelt, never returned to challenge him again."
227,https://en.wikipedia.org/wiki/Syphilis,2989,"TIL before antibiotics, patients with syphilis were sometimes purposefully infected with malaria. This was because the bacteria that causes syphilis doesn't fare well at higher temperatures (a blistering fever is a side effect of malaria)."
228,https://en.wikipedia.org/wiki/List_of_rivers_by_length,2983,TIL Amazon and Congo were likely one river before Africa and S.America drifted apart.
229,https://en.wikipedia.org/wiki/Pelorus_Jack,2980,TIL a dolphin named Pelorus Jack regularly guided ships in New Zealand through treacherous waters until his disappearance in 1912.
230,https://en.wikipedia.org/wiki/Koi,2976,TIL a koi fish named Hanako lived for 225 years
231,https://en.wikipedia.org/wiki/Old_Norse,2976,"TIL Icelanders can easily read old norse, dead language that was spoken in scandinavia 1000 years ago because written Icelandic has changed so little."
232,https://en.wikipedia.org/wiki/Ozymandias_(Breaking_Bad),2966,"TIL After watching the Breaking Bad episode ""Ozymandias,"" George RR Martin called Walter White a worse monster than anyone in Westeros, and would write an even worse character in his upcoming books to correct this."
233,https://en.wikipedia.org/wiki/The_Holiday,2964,"TIL Cinco de Mayo is bigger in the US than it is in Mexico, mostly because beer manufacturers saw it as a marketing opportunity in the 1980's"
234,https://en.wikipedia.org/wiki/Korn,2962,"TIL after a student was suspended for wearing one of their tees, the band Korn gave away hundreds of their shirts to a Michigan high school. Police actually helped hand out the tees."
235,https://en.wikipedia.org/wiki/Apple_III,2958,"TIL Because of a design flaw, when Apple III owners had problems (like garbled data) they were instructed to ""lift the machine 3 inches and drop it in order to re-seat the chips on the logic board."""
236,https://en.wikipedia.org/wiki/Joaquin_Phoenix,2956,"TIL Joaquin Phoenix, was born Joaquin Bottom. After his parents took his siblings and him out of the cult ""the children of god"" they renamed themselves Phoenix to symbolize a new beginning"
237,https://en.wikipedia.org/wiki/Percival_Lowell,2949,"TIL astronomer Percival Lowell believed that he was the first person to observe canals on Venus, but because of a faulty adjustment of the eyepiece of his telescope, he was in fact looking at the blood vessels in his own eye."
238,"https://en.wikipedia.org/wiki/I,_Libertine",2948,"TIL At the urging of radio host Jean Shepherd, listeners entered bookstores and asked for a book that did not exist. So many people took part in this hoax that the book was soon on The New York Times Best Seller list."
239,https://en.wikipedia.org/wiki/Bruce_Almighty,2943,"TIL that the fake phone number from ""Bruce Almighty"", was actually called by many people who asked ""are you God?"". One man with the number was a priest, who would reply ""No, but I can take a message""."
240,https://en.wikipedia.org/wiki/Bayezid_Osman,2936,"TIL that the current heir to the former Ottoman Empire, Bayezid Osman, is a US citizen, WWII Veteran, and lives in New York City where he worked as a librarian before retiring. He is 89."
241,https://en.wikipedia.org/wiki/Procter,2934,"TIL in the 1920s and 30s, Procter and Gamble (originally known for soap and candles) sponsored several radio shows, those shows becoming known as ""soap operas"""
242,https://en.wikipedia.org/wiki/Bad_Hair_Day,2932,"TIL Weird Al intended to parody the Beatles ""Free as a Bird"" on his album Bad Hair Day. Paul McCartney gave permission for the parody, but since John Lennon wrote the song, he passed the decision on to Yoko Ono, who said no."
243,https://en.wikipedia.org/wiki/Tomato,2929,TIL tomatoes are from America and weren't introduced in Italy until the 1540s.
244,https://en.wikipedia.org/wiki/Sega_NetLink,2924,"TIL there was a dial-up online gaming service for Sega Saturn that you accessed through a 28.8 modem cartridge that plugged into a phone line. There were no servers; to play against someone, your Sega called their Sega."
245,https://en.wikipedia.org/wiki/Eat_It,2923,"TIL In Australia, Weird Al's ""Eat It"" reached number one on the music charts, while the original, ""Beat It"", only peaked at number three."
246,https://en.wikipedia.org/wiki/Richard_Lee_McNair,2923,"TIL that in 2006, a man escaped from a US federal prison by mailing himself out"
247,https://en.wikipedia.org/wiki/Mudita,2919,"TIL the word 'mudita' means the joy of another person's joy, the opposite of envy."
248,https://en.wikipedia.org/wiki/PlayStation,2919,"TIL the PlayStation 2 had almost 13 years of production, enjoying new games until a month before the announcement of the ps4."
249,https://en.wikipedia.org/wiki/Kong_(dog_toy),2909,TIL that the Kong dog toy is based on part of a Volkswagen bus suspension that the creator's German Shepherds loved to play with
250,https://en.wikipedia.org/wiki/Operation_Pastorius,2909,"TIL that after betraying their mission and informing the FBI about Nazi agents on U.S. soil, the two men who saved America from Nazi infiltration were greeted with life imprisonment, threat of execution, and deportation."
251,https://en.wikipedia.org/wiki/Villa_Las_Estrellas,2909,"TIL that Chile has a civilian town in Antarctica, complete with a school, hospital, hostel, post office, internet, TV and mobile phone coverage."
252,https://en.wikipedia.org/wiki/Niihau,2892,"TIL that the Hawaiian island of Niihau has a population of 130, comprised of native Hawaiians. It is closed off to non-Hawaiians with the exception of a few tours and hunting safaris. On the island they speak Hawaiian and at the school they are taught to survive off of the island's resources."
253,https://en.wikipedia.org/wiki/Solenopsis_daguerrei,2875,"TIL there is a species of ant that will infiltrate a fire ant colony, kill the queen, then take her place. The workers raise the impostor's children, which then fly off to infest more colonies. They are being considered as a biological method to control the spread of fire ants."
254,https://en.wikipedia.org/wiki/Highlighter,2874,TIL Highlighters are typically yellow because it is the color that doesn't leave a shadow on the page when photocopied
255,https://en.wikipedia.org/wiki/Charles_Hatfield,2870,"TIL in 1915, San Diego hired a ""rain maker"" who used a secret mix of chemicals to ""attract rain"" for $10,000, payable if he filled their reservoir. It rained for most of January, destroying bridges, dams, and causing 20 deaths."
256,https://en.wikipedia.org/wiki/Cliff_Young_(athlete),2865,TIL in 1983 a 61 Year Old Farmer Won a 544 mile endurance race because he ran throughout the night while the younger 'professional' athletes slept.
257,https://en.wikipedia.org/wiki/Challenger_2,2858,"TIL since its introduction in 1998 and extensive combat use, the only thing that's ever destroyed the British Challenger 2 was another Challenger 2."
258,https://en.wikipedia.org/wiki/Hiroshima,2858,"TIL that a man named Tsutomu Yamaguchi was on a business trip in Hiroshima when the atomic bomb dropped. He was wounded, but returned to his hometown of Nagasaki, where the very next day the second atomic bomb was dropped. He survived both blasts and lived to 93."
259,https://en.wikipedia.org/wiki/HMX,2855,"TIL during WW2 a mix of high explosive and flour was given to guerrillas fighting the Japanese. Codenamed 'Aunt Jemima', it could be safely cooked into pancakes and eaten. Uneaten pancakes or unused dough could still be used later as explosives. 15 tons were used; the ruse was never discovered."
260,https://en.wikipedia.org/wiki/Yoda,2853,"TIL The name of Yoda's race and home world are never mentioned in any film, book, or media. He is officially said to be of a ""species unknown""."
261,https://en.wikipedia.org/wiki/The_Masseuse_(Seinfeld),2848,"TIL that in an episode of Seinfeld, Elaine tries to get her boyfriend to change his name, as it was the same as famous serial killer, Joel Rifkin. Elaine suggests he change his name to ""OJ"" after OJ Simpson. 7 months after the episode aired, OJ was put on trial for double murder."
262,https://en.wikipedia.org/wiki/O'Connor_v._Donaldson,2843,TIL that a man who was kept in a state mental hospital against his will for 15 years sued the state for loss of liberty. His case went all the way to the Supreme Court and marked the beginning of deinstitutionalization of mental asylums in the U.S.
263,https://en.wikipedia.org/wiki/Yuri_Gagarin,2841,TIL That Neil Armstrong and Buzz Aldrin left one of Yuri Gagarin's cosmonaut medals on the moon to pay tribute to his accomplishment as the world's first man in space
264,https://en.wikipedia.org/wiki/Galalith,2839,"TIL That a type of plastic can be made from Milk. The resulting product is odourless, insoluble in water, biodegradable, antiallergenic, antistatic and virtually nonflammable."
265,https://en.wikipedia.org/wiki/Saved_from_the_Titanic,2839,"TIL that 29 days after the Titanic sank, there was a film made about the Titanic. It featured an actress who was actually on the Titanic and survived. By the end, she was so traumatized by reliving the experience, she had a mental breakdown and never acted again."
266,https://en.wikipedia.org/wiki/Guinness_World_Records,2835,"TIL For the Guinness World Records, it is required in the guidelines of all ""large food"" type records that the item be fully edible, and distributed to the public for consumption, to prevent food wastage."
267,https://en.wikipedia.org/wiki/Doritos,2829,TIL Doritos were created at Disneyland in an attempt to use up old tortillas that would otherwise be thrown out.
268,https://en.wikipedia.org/wiki/Notitia_Dignitatum,2828,"TIL the 'Yin and Yang' symbol was actually a shield design from the late Roman Army, and predates Taoist representations by almost 700 years"
269,https://en.wikipedia.org/wiki/Contents_of_the_Voyager_Golden_Record,2826,"TIL Carl Sagan wanted to include the Beatles ""Here Comes the Sun"" on the golden record sent into space on the Voyager spacecrafts. The Beatles said yes, EMI said no."
270,https://en.wikipedia.org/wiki/Discovery_of_Neptune,2826,"TIL that the planet Neptune was mathematically predicted before it was directly observed, based on the orbit of Uranus."
271,https://en.wikipedia.org/wiki/The_Simpsons_Movie,2826,TIL Matt Groening said that enough material was cut from The Simpsons Movie to make two more films.
272,"https://en.wikipedia.org/wiki/Theodore_Roosevelt,_Jr.",2823,"TIL That Theodore Roosevelt's son, Theodore Roosevelt Jr, was the only General involved in the initial assault on D-Day, after insisting to his superiors that he be one of the first ones off the boats. He survived the battle but died of a heart attack one month later."
273,https://en.wikipedia.org/wiki/Bamboo,2821,"TIL most bamboo species only flower once every several decades, the entire population flowering at once; and, when one variety flowers, the entire variety flowers at the same time the world over, regardless of location, climate, or any other known factors, for reasons scientists have yet to discern."
274,https://en.wikipedia.org/wiki/Francis_Galton,2821,"TIL that over 800 people tried to accurately guess the weight of an ox at a fair in 1906. Although not a single person guessed the correct weight, the mean (average) of all the guesses was within 0.8% of the ox's actual weight."
275,https://en.wikipedia.org/wiki/Goodfellas,2820,"TIL that when Martin Scorsese read the book Wiseguy, which he would eventually adapt into the classic mob film Goodfellas, he called author Nicholas Pileggi and said, ""I've been waiting for this book my entire life"" to which Pileggi replied ""I've been waiting for this phone call my entire life."""
276,https://en.wikipedia.org/wiki/Miracle_of_Lanciano,2816,TIL the Catholic Church has an official position on Jesus' blood type. It's AB.
277,https://en.wikipedia.org/wiki/The_Landlord's_Game,2816,"TIL the precursor to Monopoly was designed to illustrate how rents enrich property owners and impoverish tenants, and that when children play the game, it would ""provoke their natural suspicion of unfairness."""
278,https://en.wikipedia.org/wiki/Viggo_Mortensen,2815,"TIL While shooting The Lord of the Rings, Viggo Mortensen (Aragorn) often spent days hiking to the film's remote locations, in costume and carrying his sword, in order to appear authentically travel-worn."
279,https://en.wikipedia.org/wiki/Rationing_in_the_United_Kingdom,2812,TIL that the intense rationing in England during WWII actually reduced infant mortality by guaranteeing nutrition to everyone.
280,https://en.wikipedia.org/wiki/Tobacco,2809,TIL that traces of cocoa and nicotine found in some Egyptian mummies have led some to speculate that Ancient Egyptians may have traveled to the New World (America).
281,https://en.wikipedia.org/wiki/Harrison_Ford,2807,"TIL On several occasions, Harrison Ford has personally provided emergency helicopter services at the behest of local authorities, in one instance rescuing a hiker overcome by dehydration in Jackson, Wyoming"
282,https://en.wikipedia.org/wiki/Parents_Music_Resource_Center,2807,"TIL that Frank Zappa's Grammy-winning album ""Jazz From Hell"" received a parental advisory sticker even though it is a collection of instrumental pieces and contains no lyrics at all"
283,https://en.wikipedia.org/wiki/Fire_hydrant,2804,"TIL that no one knows who invented the fire hydrant, because its patent was burned in a fire."
284,https://en.wikipedia.org/wiki/Daisy_Outdoor_Products,2803,TIL that the company Daisy Outdoor Products sold windmills and gave a complementary BB guns with every purchase. The BB guns became so popular that they stopped selling windmills and started selling BB guns.
